External InvoiceID,Type,Description,StaffEmail,Amount
6598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,5193.65
6598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,605
6A98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,5107.61
6A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,200.2
6A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,7966.2
6E98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,753.17
6E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,200.2
6E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,6677.55
6E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,24.2
7698136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,28658.41
7698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1001
7698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,49.5
7698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,30068.5
7698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,726
5798136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,24.31
5798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1251.25
5798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,7931
5898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3619
5998136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,66.3
5998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,18826.5
5C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,226.38
6198136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,650.65
7898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,8374.65
7898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,457.6
7898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1621.95
5A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,50.05
5A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,962.5
5E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,23115.13
5E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,166.7
5E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,116.42
6498136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,27.23
6498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1751.75
6698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,2202.2
6B98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1994.22
5F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,41550.39
5F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,7294.02
6298136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,20824.65
6298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,11586.58
6298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3366
6298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1536.7
8B98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1401.4
B299136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,5555.55
6098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,292.94
6098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,8.42
6098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,257.79
6098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,41.17
6798136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,722.09
6798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,450.45
6798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1757.25
6898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1922.17
6898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,245.83
6998136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,97.04
6998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3353.35
6998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,624.8
6C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3653.65
6C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,273.35
6D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,266.26
6D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,526.66
6F98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,10580.86
6F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,8358.35
6F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,14018.95
6F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,145.2
7098136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,192.21
7098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,7557.55
7098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,39.05
7198136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,104.3
7198136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,750.75
7198136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,4178.35
7298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,409.84
7298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,9.77
7298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,2.51
7398136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,22
7398136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,9359.35
7398136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3786.75
7398136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1405.8
7498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,2919.6
7498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3309.53
7598136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,19800
7598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,14664.65
7598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,371.25
7598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,719.95
7798136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,5775
7798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,4178.35
7998136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,7752
7998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,22822.8
7998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,507.65
7998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,371.25
7998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,423.5
7B98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,2147.75
8098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1701.7
8398136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1178.75
8398136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,315.49
8598136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,445.85
8598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,6056.05
8598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1522.95
8598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,2437.88
8598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,60.5
8698136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,61.5
8698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,250.25
8698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3774.38
8798136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,9365.4
8798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,100.1
8798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,12847.45
8798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,198
8798136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,338.8
8998136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,2695
8998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,4083.75
8998136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1851.85
8D98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,6015.5
8D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,8708.7
8D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1014.75
8D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,96.8
8E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1847.31
8E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,26.1
8E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,4880.75
8E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,63.8
8F98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,4063.4
8F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,300.3
8F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3811.5
8F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,76.23
9098136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,485.46
9098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1151.15
9098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,21282.25
9098136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,123.75
7A98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,33080
7A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,13863.85
7A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,371.25
7A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,390.5
7A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1089
7A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,926.86
7C98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,11971.5
7C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,9259.25
7C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,866.25
7C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,363
7D98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,8045.01
7D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,7457.45
7D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,6781.5
7D98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,205.7
7E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,6656.65
7E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1670.63
7E98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,121
7F98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1633.5
8198136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,1336.5
8298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,669.68
8298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,401.81
8498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3541.85
8498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,136.32
8498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,231.33
8498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,20.2
8898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,21.8
8898136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,5.79
8A98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,17417.38
8A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,907.5
8A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,495
8A98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,17967.95
8C98136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,148.5
8C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,114.95
8C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,74.25
8C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,49.5
8C98136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,5305.3
9198136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,25.85
9198136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,6906.9
9198136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,965.25
9298136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,7907.9
9398136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3143.96
9498136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,132.55
9498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,4454.45
9498136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,160.93
9598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,289.86
9598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,61.43
9598136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,33.37
9698136E-09A9-E911-91DE-D89EF30CAF29,Expense,Invoice balance brought forward - Expenses,JBL2@SmokeballLawyers.com,7.62
9698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,3603.6
9698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,123.75
9698136E-09A9-E911-91DE-D89EF30CAF29,Fee,Invoice balance brought forward - Fees,JBL2@SmokeballLawyers.com,148.5
